en,ru
German television showed advertising for the first time.,Немецкое телевидение впервые показало рекламу.
"In 2008, two changes in top management occurred.",В 2008 году произошли два изменения в высшем руководстве компании.
"""About 643,000 people were sentenced to death.",643 000 из них были приговорены к смерти.
"Download movies, TV shows, music videos, and audiobooks from the iTunes Store on your iPhone.","Покупайте фильмы и аудиокниги их из iTunes Store на Вашем iPhone, также можно будет брать напрокат."
"And now it's 2010, and there are 99 heroes from 99 different countries.",Наступает год 2010 г. и перед нами 99 героев из 99 стран.
"So Batina is hidden, but she's a superhero.","Так что Батина скрыта, но она супергероиня."
What happens is the world erupts in the Danish cartoon controversy.,"Происходит то, что мир взрывает полемика вокруг датских карикатур на пророка Мухаммеда."
Officials have not responded to the charges.,Официальные лица на эти обвинения никак не реагируют.
"When someone else's pain affects you deeply, it can be hard to reach out rather than turn away.","Когда чужая боль слишком сильно воздействует на вас, то может быть сложно не отпрянуть."
The prepared performances will be shown in each member state.,Подготовленные представления будут демонстрироваться в каждой стране ЕС.
Ukrainians have to provide horse-driven carts to transport their future landlords free of charge.,Украинцы обязаны были бесплатно выделять подводы для перевозки своих будущих помещиков.
But there were numerous bitter and terrible pages in the history of our community.,Но в истории нашей общины много горьких и страшных страниц.
"There was a firm belief, too, that financial markets had changed.","Прочны были также убеждения, что финансовые рынки изменились."
"How much this review is true, we will see at CeBIT 2006.","Насколько данный прогноз был верен, мы увидим на CeBIT 2006."
It was more like a detailed development plan for Russia in the immediate future.,"Скорее, это детальный план развития страны на ближайшее время."
"The captain opened his mouth to ask, but the answer launched itself into his mind like a firework.","Капитан открыл было рот, но ответ сам вспыхнул в его мозгу как фейерверк."
The captain waited until they had all gone in and the door had closed.,Капитан подождал пока все войдут и закрыл дверь.
"It explained the nature of their belief, which was rock solid in uncertain times.","Послание объясняло природу их веры, непоколебимой как скала в смутные времена."
14 Tips to Lose Weight & Be Healthier in Time for Summer,"14 советов о том, как сбросить вес и быть здоровым."
Among our customers are almost all OEMs in the CIS countries.,Потребителями продукции компании являются практически все конвейерные предприятия СНГ.
An electronic version of this catalogue is available also on the embassy's website.,Электронная версия каталога находится на странице Интернета Посольства Нидерландов.
The financial banking network comprises 440 bank branches.,Сеть филиалов банков насчитывает 440 единиц.
208 radio broadcasting transmitters are used in the Belarusian radio broadcasting network.,В сети радиовещания республики используются 208 радиовещательных передатчиков.
"His apology, and it was that, could not have come easily.","Его извинение, а это было именно извинение, не могло даться ему легко."
"If you are calm and centered, you will be able to watch all of this for a time, but not for long.","Если вы спокойны и центрированы, вы можете наблюдать за этим некоторое время, но недолго."
When I got back home I sent them an email and sent a mix of my music.,"Когда я вернулся домой, я послал им по электронной почте свой микс."
The rich avaricious person is fascinated with money and possessions.,"Скупой богач ослеплен деньгами, своим материальным состоянием."
It is logical that if you float it is because you are outside the physical body.,"Очевидно, что если вы парите, значит, находитесь вне физического тела."
"Much later, the igneous wings give us continuous uninterrupted awakened Consciousness.","Позднее Огненные Крылья дают нам постоянно пробужденное, непрерывное Сознание."
Vaccine manufacturers have started removing thimerosal from vaccines.,Производители вакцин начали удалять тимеросал из вакцин.
"He is relaxed, healthy and, according to the film, very comfortable.","Он спокоен, здоров, и, как видно из фильма, вполне доволен жизнью."
"In the past, he was a military contractor in Chechnya during the two campaigns.",Ранее он служил в Чечне по контракту во время двух военных кампаний.
They do not lock the customer in to a particular vendor or group,Он не привязывает потребителя к определенному разработчику или группе разработчиков ПО.
"See the Report of proceedings at TC431 meeting on July 25th, 2007",Ссылка на протокол ТК 431 от 25 июля 2007 года
I wrote a lot songs but have to find the time for all that.,"Я написал кучу песен, но надо найти время для всего этого."
As a matter of fact this a crucial part of my life.,"Фактически, это ключевая роль в моей жизни."
What Alexander heard there caused him to leave Egypt and move his army east.,"То, что Александр услышал, заставило его покинуть Египет и отправиться с армией на восток."
"Some sources say the oasis people mined iron, emeralds and lapis lazuli.","Некоторые источники сообщают, что жители оазиса добывали железо и изумруды."
It is essential that you can produce tears immediately.,"Добейтесь того, чтобы у вас могли внезапно появиться слезы."
In 1933 it was reorganized into a pedagogical institute with the three-year curriculum.,В 1933 году он был преобразован в педагогический институт с трехлетним сроком обучения.
In 1991 she was awarded the Nobel Peace Prize.,В 1991 году ей присудили Нобелевскую премию за мир.
"A total of two pieces, with a maximum combined weight of 10 kg or 22 lbs.",Всего два места с максимальным совокупным весом 10 кг или 22 фунта.
Such careful record-keeping can be very valuable if an oxygen-related incident occurs.,Такое бережное ведение записей может быть ценно в связанных с кислородом случаях.
Armed groups will organize themselves for their own protection or for aggressive purposes.,Вооруженные группы будут организовываться ради собственной защиты или ради агрессивных целей.
"(Religious or not, this guy ain't made for the classrooms.)","Религиозный или нет, этот парень не был создан для классных комнат."
"Nobody uses copyright to protect the Bible, for instance.","И никто не защищает, скажем, библию копирайтом."
For the time being they are more afraid of what they can do.,"Тут пока их больше боятся, чем они могут сделать."
"Sir Rodric Braithwaite was British ambassador to Moscow, 1988-92.",Сэр Родрик Брэйтуэйт был британским послом в Москве с 1988 по 1992 год.
There certainly have been moments in U.S. history when imperialism has been in vogue.,"В истории США были определенные моменты, когда в моду входил империализм."
China is adopting the language of preemption in battling Muslim separatists.,"Китай пользуется языком превентивности, сражаясь с мусульманскими сепаратистами."
The U.S. has often disagreed with its friends and allies.,У США часто бывают разногласия с друзьями и союзниками.
The new power of SWFs has been on graphic display during our recent mortgage crisis.,"Сила ФНБ особенно ярко проявилась, когда у нас начался всем известный ипотечный кризис."
I myself did not fully understand that injunction; I do so now.,"Я сам не полностью понимаю это предписание, но именно это я сейчас и делаю."
"By surrendering themselves to their mates, males increase their reproductive success.","Сдаваясь своим партнершам, самцы увеличивают их репродуктивный успех."
"He flips onto her fangs, and by the end of the second mating he is dead.",Он бросается на ее клыки и к концу второго спаривания он мертв.
"In general, kernel programmers ignore cache effects at their peril.","В общем, программисты ядра игнорируют значение кэша на свой собственный риск."
The first piece of documentation for any patch is its associated changelog.,Первой частью документации для всех патчей является связанная с ними история изменений.
"As a kernel developer, you are empowered to make such changes.","Как разработчик ядра, вы имеете возможность делать такие изменения."
A baby's brain is immediately shaped by interacting with their environment.,Мозг ребенка начинает формироваться при взаимодействии с окружающей средой.
One of the concerts will traditionally be a family happening.,Традиционно один из концертов фестиваля был семейным.
The following sections highlight three of the areas where reforms are needed.,"В следующих разделах выделены три направления, по которым требуются реформы."
In nature nothing takes place in isolation.,Ведь в природе ничто не совершается обособленно.
Town of Vyshshi Brod is certainly worth visiting.,Город Вышши Брод обязательно стоит посетить.
In Guyana and the Philippines there is a prescribed format for this register or log.,В Гайане и на Филиппинах существует установленный формат для такого реестра или журнала.
In the United Kingdom sea fishing and air transport are excluded.,В Соединенном Королевстве из этой сферы исключены морское рыболовство и воздушный транспорт.
"When I visited Darfur last May, I felt hopeful.",Во время моей поездки в Дарфур в мае прошлого года я был преисполнен надежды.
Azerbaijani President Ilham Aliyev paid an official visit to Uzbekistan on September.,Вчера завершился официальный визит президента Азербайджана Ильхама Алиева в Узбекистан.
The deal was approved unanimously by both companies' boards of directors.,Сделка была тайно утверждена советами директоров обеих компаний.
"Lastly, we shall look at the actual packet as sent by nmap to round out our analysis.","Наконец, мы должны посмотреть на пакет, который был послан nmap для завершения нашего анализа."
An online foreign dictionary is a common example of such a site.,Примером такого сайта является языковой словарь в интернете.
"Of the hundred of incarcerated people that are released, 60 will return to prison.",Из 100 освобожденных заключенных 60 вернутся в тюрьму.
"The entities needing to experience you are passionate, exquisite, and honorable.","Те сущности, кому нужно почувствовать вас, являются пылкими, изысканными и достопочтенными."
All the people who have come for the Party have the right to stay as long as they wish.,"Все люди, явившиеся на Вечеринку, имеют право оставаться столь долго, сколько они пожелают."
"People, you'd better realize what happens to things in your reality when no one loves them.","Люди, пора бы вам осознать, что происходит с вещами в вашей реальности, когда их никто не любит."
"If you will look into your own mirror, we will look in ours.","Если вы взглянете в свое собственное зеркало, то мы взглянем в наше."
FlexFrame for SAP with pre-integrated VMware Infrastructure is available immediately.,FlexFrame for SAP с интегрированной VMware Infrastructure уже доступен для отгрузки.
"In September 2008, the RTS and MICEX indices showed no signs of trouble.",К сентябрю 2008 года причин для обвала индексов РТС и ММВБ еще не было.
They can readily concentrate to the highest possible degree on any subject.,Они всегда готовы максимально сосредоточиться на любом предмете.
We also have the latest very efficient plants with much lower prime costs.,Есть наши последние очень эффективные заводы с заметно более низкой себестоимостью.
"Today, its service costs five times as much as ours.","На сегодняшний день это почти в пять раз дороже, чем у нашей машины."
All producers knew about them and were expected to respond accordingly.,Все производители знали об этом и должны были соответствующим образом среагировать.
It is currently the second largest e-commerce platform after Taobao.,"В настоящее время это вторая крупнейшая платформа электронной торговли, после Taobao."
Efficiency of judicial protection of freedom of peaceful assembly in the Russian Federation,Эффективность судебной защиты свободы собраний в Российской Федерации
Noise levels over 85 decibels are considered hazardous to the human ear.,Уровень шума свыше 85 децибел считается опасным для человеческого уха.
"When I was making it, I didn't even think about it.","Когда мы снимали фильм, я об этом вообще не думал."
But I don't really have any regrets about it.,Но я действительно совсем не сожалею по этому поводу.
The team took along six Memory Stick cards but only used three.,"Команда запаслась шестью картами Memory Stick, но использовала только три из них."
How deep it should be buried is depending from the goal which should be reached with the sensor.,"Как глубоко он должен быть погружен зависит от задач, поставленных перед сенсором."
It should kip at 4ml filled into the double spoon.,Сенсор должен опрокидываться при 4 мм заполнения в двойную чашу.
Furthermore the customer may copy the software for backup purposes.,"Кроме того, покупатель может копировать программное обеспечение для запасных целей."
Every living being is an engine geared to the wheelwork of the universe.,"Каждое живое существо является механизмом, вовлеченным в круговорот Вселенной."
"He is exposed to great temperature changes, to rain and wind.","Он подвергается воздействию больших изменений температуры, дождя и ветра."
"Exactly so it is with wars, revolutions and similar exceptional states of society.","Точно так же возникают войны, революции и подобные исключительные состояния общества."
"Their effect, however, may be enormously magnified by resonance.",Однако сила их воздействия в огромной степени увеличивается за счет резонанса.
"At present, one calorie produced from gas costs less than the calorie produced from oil.","Сегодня цена одной калории, получаемой из газа, меньше цены калории из нефти."
Doves and moderates on either side of the divide are in retreat.,Голуби и уговоры с обеих сторон самоликвидировались.
"For lunches avoid bologna, hamburgers and hot dogs that are usually high in fat.","Во время ленчей избегайте колбас, гамбургеров и хотдогов, которые обычно содержат много жира."
It is possible to connect a boiling house in the tourist complex with the gas supply pipe.,Возможен вариант подключения котельной туристического комплекса к прилегающему газопроводу.
The museum workers were up against the proposal because they feared that the icon would be damaged.,"Против этого активно выступили музейные работники, опасавшиеся, что икона может быть повреждена."
Additional recommendations can be found in the Global Corruption Report 2007.,Дополнительные рекомендации приведены в Докладе о положении с коррупцией в мире в 2007 г.
"Policy decisions had to be cleared with both, he said.","Политические решения должны согласовываться с обоими, пояснил он."
The first message is that the Russian government is in no mood to compromise.,"Главный сигнал сводится к тому, что российские власти не настроены идти на компромисс."
The country is still reeling from the hardships created by the winter weather.,Страна еще не оправилась от лишений зимнего периода.
By that time it had become brutally evident that he was representing himself and not me.,"К тому времени стало совершенно очевидно, что он представляет свои собственные интересы, а не мои."
"Understand that talent doesn't mean intelligence, motivation or personality traits.","Понимаете, талант не гарантирует интеллекта, мотивации или личных качеств."
"If great performance were easy, it wouldn't be rare.","Если бы великое исполнение было бы простым, оно не было бы редким."
BCWipe also allows users to create and use their own custom wiping schemes.,Он также позволяет пользователю создавать и использовать собственные схемы очистки данных.
"This was the first audience she performed in front of, taking her first bows.","Они же и стали ее первыми зрителями, вызывающими ее на первые поклоны."
"To this end, the product portfolio will be focused on profitable business lines.",В этой связи товарная номенклатура компании будет сориентирована на высокую рентабельность.
Perhaps a quarter century of social reform had left the liberal elites exhausted.,"Может быть, что за четверть столетия социальных реформ, либеральные элиты выбились из сил."
Those who preached Globalisation couldn't tell the difference between ethics and morality.,"Те, кто проповедовал Глобализацию, не различали разницу между этикой и моралью."
Fifteen years earlier this small country had become the model for Globalisation.,"За пятнадцать лет до этого, эта маленькая страна стала моделью Глобализации."
"Related phenomena in Belgium, Denmark, France, the Netherlands, Norway, Switzerland.","Похожие феномены наблюдаются в Бельгии, Дании, Франции, Голландии, Норвегии, Швейцарии."
History will eventually give all of these contradictory signals a shape.,История в конце концов придаст форму всем этим противоречивым сигналам.
"They meet together, looking a certain way, and it's like a tribal mentality.","Они встречаются вместе, выглядят одинаково, и это похоже на племенной менталитет."
These comfortable and spacious hotel suites consist of either one or two rooms.,Эти удобные и просторные номера могут состоять из одной или двух комнат.
"Even now, he could be bringing other Death Eaters in there by Apparition.",Теперь он сможет аппарировать туда с другими Пожирателями Смерти.
"As ""Eclipse"" pushed on, I kept glancing over at my sister.",В процессе фильма я все время украдкой поглядывал на сестру.
"Earlier this year, the DCK appeared to be gaining momentum after staging a mass rally in Almaty.","В начале этого года казалось, что ДВК набирает силу, особенно после массового митинга в Алматы."
Regular shooting of hoofed animals in European nature reserves has been stopped.,Прекращены регуляционные отстрелы копытных в европейских заповедниках.
"In the first part of the race I was stuck in traffic, but the second part was better.","В первой части гонки я оказался запертым в трафике, но вторая часть была лучше."
8. All further non-German immigration must be prevented.,Вся дальнейшая иммиграция в Германию лиц негерманской расы должна быть приостановлена.
I do not have to attack in the same plane as the opponent.,"Мне не надо атаковать в той же плоскости, что и противник."
I realized that homosexuality is a dirty sin.,"Я четко осознал, что гомосексуализм это мерзость и грех."
"The waiter forgot to bring it, but Bloom made no demands, threw no tantrum.","Официант забыл ее принести, но Блум не разозлился, не сделал никаких замечаний."
"But no, I walk down the street and do my normal daily things.","Но в остальном нет, я гуляю по улицам и делаю все что обычно."
"I flew slowly toward the enemy camp, killing time until daylight should have come.","Я медленно летел в сторону вражеского лагеря, убивая время до рассвета."
It had taken me about three Amtorian hours to sail from Amlot to the island.,Дорога от Амлота до острова заняла у меня примерно три амторианских часа.
Conditions of tide and wind were again favorable.,Условия прилива и направления ветра продолжали благоприятствовать.
"In the crowd, a few women went hysterical.",Несколько женщин из толпы забились в истерике.
Return to Gaya and rejoin the train for your final night on board.,"Возвращайтесь в Гайю и садитесь на поезд, чтобы провести в нем последнюю ночь."
"Unlike ESCs, for example, they do not seem to form cancerous masses if you inject them into adults.","В отличие от ЗСК, например, ПКПВ не образуют раковые скопления, если ввести их взрослым."
Export tax will be imposed on 27 million tons of oil.,Экспортной пошлиной будет облагаться объем в 27 миллионов тонн нефти.
"Let's tell the inspector she talks to people out of the window when she ought to be teaching us.""","Надо сказать инспектору, что она разговаривает с людьми через окно, вместо того, чтобы учить нас."
"During times of prosperity, save up for a day of want.8",Во времена процветания откладывайте на черный день8.
Both of them showed hospitality and thanked for it.,"Оказали гостеприимство, поблагодарили за гостеприимство."
"Even giving them what they want is difficult, scince they are incapable of communicating.","Даже дать им то что им нужно крайне тяжело, ибо они не способны разговаривать."
Six additional military trainings abroad planned this year,В этом году запланированы шесть дополнительных военных учений за рубежом
"Cows cannot see red light, but it can be spotted by the human eye.","Коровы не видят красный свет, но человек его видит."
Business is not done directly at networking event.,Заниматься бизнесом нужно не на таких мероприятиях.
Both of these are known by kerneld automatically.,Оба эти варианта известны kerneld по умолчанию.
22. Examination of genitalia reveals that he is circus sized.,22. Исследование гениталий показало что они размером с цирк.
Criticism of the president and security forces is prohibited.,Критика президента и сил безопасности запрещена.
of federal and local government budgets.57 31.,федеральных и местных государственных органов57.
"Every student knows the name of person, able to solve the problem.","Каждому студенту известно имя человека, способного решить текущую проблему."
Society as a whole cries out for remedy where wrong has been done.,"Все общество требует исправления ошибок там, где они были допущены."
This is at variance with precepts of transparency and good governance.,Это противоречит принципам транспарентности и рационального управления.
"Lounge 24 is on the 24th floor of the hotel, 90 metres from street level.",Бар Lounge 24 находится на 24 этаже отеля на высоте 90 метров.
But many refugees preferred to stay there rather than risk their lives outside.,"И все же многие беженцы предпочитали остаться в лагере, а не рисковать жизнью снаружи."
System IBM 360 was advertised as the best in the world.,Система IBM 360 была разрекламирована как лучшая в мире.
The outlet of a major national chain is a beautiful Japanese-style hotel with a brilliant touch.,"Это прекрасный традиционный японский отель, принадлежащий крупной национальной гостиничной сети."
He really knew all the secrets to building a great physique fast.,Он на самом деле знал все секреты построения Великого Телосложения.
Group one ate a basic diet fortified with vitamins and minerals.,"Первая группа сидела рационе, обогащенном витаминами и минералами."
"It marks an important stage in human cultural, social and technological evolution.","Он отмечает важный этап в культурной, социальной и технологической эволюции человека."
We need to see their tactics as a weapon against humanity and not as truth.,Мы должны знать их тактику как оружие против человечности и как возможную ложь.
"So, the future performers were invited from Moscow.","Так вот, тогда за будущими исполнительницами отправились в Москву."
Major Karpov took him on as the driver of the lead tank.,Майор Карпов взял его водителем в командирскую машину.
The wheat grains fell rustling upon the grieving land as if they were a heavy rain.,"Пшеница сыпалась, шурша, словно обильный дождь, на печальную землю."
"There was nothing on this Earth more thrilling and at the same time difficult, than this life.","Не было на свете ничего более захватывающего и в то же время трудного, чем эта жизнь."
Every year thousands of people visit cemeteries in Peru to honour their dead.,"Каждый год тысячи людей посещают кладбища в Перу, чтобы почтить усопших."
It can also be caused by stress and trauma.,"Известны случаи, когда импотенция была вызвана стрессом или травмой."
"I wrote a new letter to UA8TA and made a phone contact with Oleg, RX0SD.","Написал новое письмо UA8TA, связался по телефону с Олегом, RX0SD."
"Thus, he built a wodden tower (20 m in height) around the mast.",Поэтому он построил вокруг этой мачты деревянную башню высотой в 20 метров.
"Timofeitch used to build and run power amplifiers, but now they collect dust in the shed.","Раньше Тимофеич строил и использовал усилители, теперь они пылятся в кладовке."
"Now, we are scared that this mistake could be made again.",Сейчас существует опасность повторения этой ошибки.
The applicant was particularly worried about the political leaders of Slovakia.,Заявитель был особенно встревожен по поводу политических лидеров Словакии.
Of this total 64 belonged to the Gloucesters and 25 to the troops raised in Natal.,Из этого общего количества 64 человека являлись тлостерцами и 25 человек были из Наталя.
Filming was in Iceland and Leonor was riding horses for three months.,"Съемки проводились на острове, и Леонор каталась на лошадях в течение трех месяцев."
Representative offices of Stockholm and Helsinki are located in St. Petersburg.,В Петербурге имеют свои представительства Стокгольм и Хельсинки.
"If you're less than 10 years old, you're so excited about aging that you think in fractions.","Если вам меньше 10 лет, то вам так нравится становиться старше, что вы думаете об этом в дробях."
Until after his baptism he availed himself of no supernatural power.,До своего крещения он не прибегал ни к какой сверхъестественной власти.
The purchase price of the repair shop was over one third paid.,Стоимость ремонтной мастерской была больше чем на одну треть выплачена.
There were 2 second places in Championships of Russia along with participation in European Cups.,"Были еще 2 бронзы Чемпионата России 1992 и 1993 годов, участие в Еврокубках."
At present continuous preventive treatment course of camelyn.,В настоящее время проводит повторный профилактический курс камелином.
I believe that leaders of extremist groups often pursue quite earthly goals.,"Полагаю, что руководители террористических группировок часто мыслят вполне земными категориями."
"According to the Islamic canons, men and women cannot dance together.","Согласно исламским канонам, танцы мужчин с женщинами не разрешаются."
Equestrian contests were organized for adults on the same day.,Для взрослых в этот день устроили конные состязания.
"For some reason, after college, his two sons never returned.",Но сыновья выбрали другой путь и не вернулись после колледжа в деревню.
"He was not seen for months, which made Ed very happy since he had no competition.","Его не было несколько месяцев, и отсутствие конкурента делало Эдда еще более счастливым."
Hotel Piccolo is a 5-minute walk from Verona Station in a quiet neighbourhood.,Отель Piccolo разместился в тихом районе в 10 минутах ходьбы от железнодорожного вокзала Вероны.
Another lesser known reason for the headaches can also be the presence of infections.,Еще одной малоизвестной причиной возникновения головной боли могут быть инфекции.
"Its spacious inner rooms are richly decorated in gold, silver and priceless frescos and icons.","Просторные внутренние помещения богато украшены золотом, серебром и бесценными фресками и иконами."
Some also let you set up a billing system.,Некоторые позволяют вам установить систему ведения расчетов.
That was at a time when nearly all my relatives and friends were in prison.,"Тогда была такая пора в стране, когда почти все мои родные и знакомые находились в тюрьмах."
"They see a duck going down, and you chase them.","Они видят, что утка падает, и вы гонитесь за ними."
Use managed switches rather than hubs whenever possible.,"Где возможно, используйте управляемые коммутаторы, а не хабы."
"Walls Annual Report 2003 Step by step, rung by rung, we move towards our dream.","Стены Годовой отчет 2003 Шаг за шагом, ступенька за ступенькой мы идем навстречу своей мечте."
"Corruption, murders and demographic decline still characterize this new Russia.","Коррупция, убийства и демографический спад до сих пор являются характерными для России явлениями."
"They found the arctic ice impenetrable, and soon gave up their quest.",Они нашли непроходимые арктические льды и вскоре оставили свои попытки.
There he finished Leuville primary schoool and later Lacannalle Lyceum.,"Там он закончил сперва начальную школу в Левилле, затем лицей в Лаканале."
But its initial efforts have already been noticed in an important way.,Но первые шаги в этом направлении уже принесли свои немаловажные плоды.
Donna stays for dinner and watches a movie together with Michael.,Донна остается на ужин и смотрит фильм вместе с Майклом.
"This Foundation supports families of gang members, and helps dealing with drug-abuse.",Эта организация поддерживает семьи членов преступных группировок и помогает в борьбе с наркотиками.
"Kyrgyzstan, along with other Central Asian nations, has struggled to contain Islamic radicalism.","Кыргызстан, как и другие среднеазиатские государства, ведет борьбу с радикальным исламизмом."
Chemical and petroleum machine building in the USSR has undergone significant development.,В СССР Х. и н. м. получило значительное развитие.
I was about eleven years old at the time of Ananta's betrothal.,Во время помолвки Ананты мне было одиннадцать лет.
"From my inner tumult, an abrupt determination arose to hurl myself on the railroad tracks.",От внутреннего смятения у меня возникло внезапное желание броситься на рельсы.
I'm certainly not trying to insult anyone's intelligence.,Я ни в коей мере не пытаюсь оскорбить вас.
Maintain a vulnerability management program,Поддержка программы управления уязвимостями
"However, Chinese HRC export prices level almost has not changed.",Однако пока что уровень экспортных цен на китайские горячекатаные рулоны практически не изменился.
Much purchasing is made by the distributors who hope for further prices increase.,"Большой объем закупок приходится на дистрибуторов, надеющихся на дальнейший рост цен."
The market analysts speak of good prospects of wireless broadband internet development.,Аналитики рынка отмечают хорошие перспективы развития беспроводного широкополосного доступа.
She came out and did the scene and went back to dancing in her trailer afterwards.,"Она сыграла сцену, вернулась в свой трейлер и танцевала там."
"An extreme arkanoid full of various bonuses, dangerous creatures and colorful blocks.","Экстремальный арканоид, полный разнообразнейших бонусов, опасных существ и красочных блоков."
For the first time in the Novonikolaevsk' history the number of town inhabitants decreased.,"Впервые за всю историю Новониколаевска, его население сократилось."
The trials failed to meet international standards of fairness in a number of ways.,Суды во многих отношениях не отвечали международным стандартам справедливого разбирательства.
They were censored for a day in response to their protest.,В ответ власти приостановили их деятельности на сутки.
The history of the civilization in Egypt counts more than 5 millenniums.,История цивилизации в Египте насчитывает более 5 тысячелетий.
The ethnic group of Copts is distinguished among them.,Среди них выделяется этническая группа коптов.
Every evening here light and music shows are held that give this place even more mystery.,"Каждый вечер здесь проходят светомузыкальные шоу, которые добавляют таинственности этому месту."
The Islam faith defines the rhythm of life of Egyptians.,Мусульманская вера определяет ритм жизни египтян.
"These are high in amino acids, which are believed to increase libido.","Фиги богаты аминокислотами, которые увеличивают либидо."
Take charge of your health and your future,Примите на себя ответственность за ваше здоровье и будущее
You should make sure that all the domain controllers are global catalog servers.,"Следует убедиться, что все контроллеры домена являются серверами глобального каталога."
Make sure that your internal domain name is not one that is used on the Internet.,"Убедитесь, что имя внутреннего домена не используется в Интернете."
Pokhara is the starting and ending point for many of the popular trekking routes in Nepal.,Покхара является начальной точкой для многих альпинистских маршрутов на Аннапурну и другие горы.
"These facts are known, but not by the public.","Эти факты известны, но не является публичным достоянием."
There is an interface connector on the bottom end.,На нижнем торце располагается интерфейсный разъем.
"The knowledge, general culture and political consciousness of the Cuban people are growing swiftly.","Знания, общая культура и политическое сознание быстро углубляются."
